reflections,oracle,concepts,generated_summary_beam1,generated_summary_beam2,generated_summary_beam3,generated_summary_beam4,generated_summary_beam5
"there were no muddy point the table for f distribution was somewhat confusing but i will get better with the time F distribution table . I did n't understand f table . everything was ok i think In the end of all distributions we may make a brief summary of them to not to confuse where we may use which distribution use of the distribution tables :-LRB- I didnt understand t distribution I got too little about F dist . and at this point I am very afraid to ask Nothing Reading tables is a little confusing . everything was clear T distribution because I was sick and had troubles concentrating Transformation of T distribution Nothing reading probabilities from tables during lectures it is hard to follow since sonetimes there is no headline fır the topics None The transformation from normal to t distribution Reading probabilities from graph readong the taeblo None Everything was clear reading tables for f distribution Thanks f distribution 's usage Last formulas that lecturer gave was confusing . He did not go into details Although at the end I understood , explanation of F tables was a little bit confusing . nothing was confusing Nothing Graphical interpretation of the distrubutions were not clear We said u and v but used v1 and v2 for these . T distribution reading F values from table I cant decide which distribution should I use Nothing example about t distribution readinf probabilities from the F-table was kinda complicated checking the f distribution tables were pretty hard Nothing logic and computations of F-distribution The transformation between tdist and chi square table and reading from table T distribution Everything was clear I still feel uncertain about how to apply the random variables , like what circumstances they would be used in . I could use more examples of that . @extractive","Students mainly had difficulty understanding T distributions , and reading the tables of F distributions . They also had trouble with interpreting probability from graphs/tables , knowing which distribution to use in a given situation , and understanding the graphs of the distributions .","['reading table', 'random variable', 'chi square', 'distribution table']","Most of the students found F Distribution and T Distribution confusing. Some students also struggled with reading the tables, transformation of T Distribution, and the F Distribution table.","Most of the students found F Distribution and T Distribution confusing. Some others had trouble with reading the tables, transformation of T Distribution, and nothing. A few students also struggled with reading probabilities from tables, and applying random variables.","Most of the students struggled with T Distribution, F Distribution, and reading the tables. Some students also struggled with the transformation of T Distribution and F Distribution.","Most of the students found F Distribution and T Distribution clear. Some students had trouble with the transformation from normal to T Distribution, reading probabilities from tables, and the F-distribution table. A few students also struggled with T Distribution and applying random variables.","Most of the students struggled with T Distribution, F Distribution, and reading the tables. Some students also had trouble with the transformation of T Distribution and F Distribution."
"Distribution and comparison of sample variances interesting i finally understood f distribution and t distribution and seeing their transformations from one another The F distribution . I had n't known how f distribution is calculated . it was nice to recall f and t distribution from prob course History of t distribution And a new approach to computation of probabilities of different tandım variables To compute them without memorising comparing variances with F distribution Reading the tables Examples were interesting learning to read distributions from tabled F and t distribution and its tables . the transformations between random variables was interesting The Guiness factory worker 's story History of Tdistribution history of chi square distribution and f distribution getting probabilities from distributions we already knew . it is more effective than memorizing reading tabels of different distributions are interesting F and T distribution has been covered and mostly understood The foundation of T distribution R distribution without knowing variance making a guess None None t and f distribution Nothing else t square and chi transormation Again , 3 part lectures are good for me to stay concentrated . There was 3 part lecture There were nothing interesting today but the explanation of T distribution and usage of it with examples were very good . reading tables for f distribution Nothing Verbal explanation of how the different distributions are converted to each other Tables of the f distribution F distribution to make all formula constructions transformations in details reading the tables the distributions and their tableaux F distribution derivation of the F random variable the history of founder of student distribution was interesting Nothing creation history of t distribution The f distribution table the guy who tested beer using student t dist . f distribution The transformation in order to find the answer of a question was inspiring I felt like I really understood the way in which we generate random variables from the information we want to learn @extractive","Students found reading tables of F and T distributions the most interesting . They also liked learning about the history of the T distribution , converting between distributions , and obtaining probability from a distribution . Students also enjoyed that this was a 3-part lecture .","['student distribution', 'chi square distribution', 'reading table', 'creation history', 'random variable', 'chi square', 'sample variance', 'distribution table']","Most of the students found F Distribution and T Distribution interesting. Some others found the history of T Distribution and the transformations between distributions interesting. A few students also found T Square Distribution and chi square Distribution interesting, and the examples of the 3 part lecture interesting.","Most of the students found F Distribution and T Distribution interesting. Some others found T Distribution, T-distribution, and the history of T distribution interesting. A few students also enjoyed the tables of F Distribution, the transformations between random variables, and comparing variances between distributions.","Most of the students found F Distribution and T Distribution interesting. Some students also found T Distribution, T-distributions, and the history of Tdistribution interesting. A few students also enjoyed reading the tables of F Distribution.","Most of the students found F Distribution and T Distribution interesting. Some students also found T Distribution, T-distribution, and the history of T distribution interesting. A few students also enjoyed reading the tables of F Distribution, the transformations between distributions, and comparing variances.","Most of the students found F Distribution and T Distribution interesting. Some students also found T Distribution, T-distribution, and the history of T distribution interesting. A few students also enjoyed reading the tables of F Distribution, the transformations between distributions, and comparing variance."
"The topic will be more clear in the Friday 's lesson , I hope solutions to the ps problems and the explaining of them felt a bit rushed it woukd have been better if we had more time 2 . question in ps Definitions arent made yet and we ll make a review so No problem for now one and two sample estimation problems Homework explications were confusing for me I think estimating mu 's from x bars is something not trustworthy The last part i think ps hour is not enough , to solve every question assistant hurry a lot that was not in class but r studio must be taught Everything was clear . Estimators The circles with the different distributions and their expectation / differences R codes Since i couldnt follow i have no answer for this the difference of capital and small x-bar ?? i didnt get it median filtering implementation clt Sample estimation I ca n't visualize where we will use point estimate etc. r code and matrices in r code There is no explanation in ps just writing from paper and confusing people choosing between different samples for the best estimated one Ps problem related to F distribution point estimate use of Rstudio needs more detail Making a new population estimator was quite hard . point estimate subject is a little bit confusing but i could understand it with the example Nothing There were not something confusing at all . Homework isvery confusing for me . I dont have any ideas about it . I dont know how i will do it . r programming How we can be sure about that the probability unconvincing or convincing ? For example why 0,77 is not convincing ? It seems like a high probability . the all R topics like rasterimage and i think that R should be covered more properly in class . t distribution the problem session . its the most useless part of the class , with the instructor going too fast , not explaining things clearly and just doing whatever she wants . and she doesnt even upload the solution to moodle I did not quite understand the teta thing . It is really confusing for me point estimate Difference between capital and small X it 's not about the lecture but i still find homework very difficult and confusing . parameters of guality on observor when calculating mean of the population dont knowing mean but guessing what is The least probability that WE can say The Event is probable Point estimate topic was a little bit abstract but I think we will elaborate on that in the next class I do n't quite understand point estimates , though I know we will go over it again on Friday . @extractive",Many students had trouble understanding the point estimation . Another significant portion felt the homework solutions and the ps were explained too quickly .,"['estimate subject', 'sample estimation']","Most of the students found the point estimate and the problem session as confusing. Some others had problems with R code, sample estimation, and the last part of class.","Most of the students found the point estimate and the problem session as confusing. Some others had problems with R code, sample estimation, and nothing at all.","Most of the students struggled with the point estimate and the problem session. Some others had problems with R code, sample estimation, and the last part of class.","Most of the students struggled with the point estimate and the problem session. Some others had problems with R code, sample estimation, and the last part of class.","Most of the students found the point estimate and the problem session as confusing. Some others had problems with R code, sample estimation, and nothing at all. A few students also had trouble with the lecture."
Ssr sst i understood it sampling beta head why n-2 ? Everything was okey İ didnt get why it is similar to previous ones . Why S / -LRB- Sxx ^ -LRB- 1/2 -RRB- -RRB- = S / n ^ -LRB- 1/2 -RRB- last things mentioned Estimating of beta nothing for today Bo and B1 statistical distribution statiscal inference on B1 and B0 nothing n-2 dof Formulas and notations used for regression were complex and confused me estimating sigma -LRB- square -RRB- Nothing test for regression hypothesis testing of b1 I didnt understand constructing hypothesis at the end of the lesson at the beginning i was very confused but at the end of the lecture i understood everything B1 estimator Regression Today all was understandable . everything SST Whole lecture . It was hard for me to follow the lecture today . Expectation and variance of B it was a detailed lesson and needed focus but not a particular thing Everything was clear Testing Beta1 @extractive,"Of the students that had trouble , most mentioned statistics relating to beta1 and beta0 , including hypothesis testing . Others mentioned regression in general , estimating beta1 , and SSR/SST .","['detailed lesson', 'hypothesis testing']","Most of the students found everything clear. Some students had trouble with the B1 estimator, SST, and regression. A few students also had trouble understanding S/N-2 and S/RRB-.","Most of the students found everything clear. Some students had trouble with B1 estimator, regression, SST, and S/N-2. A few students also struggled with SSE and Sxx ^.","Most of the students found everything clear. Some students had trouble with B1 estimator, regression, SST, and S/N-2. A few students also struggled with SSE, Sxx ^ -LRB- and Sxx.","Most of the students found everything clear. Some students had trouble with B1 estimator, regression, SST, and S/N-2. A few students also struggled with SSE, Sxx ^ -LRB- and SRRB-.","Most of the students found everything clear. Some students had trouble with B1 estimator, regression, SST, Sxx ^ -LRB- and n-2. A few students also had problems with S/N-2 and S/RRB-."
"learning how the formulas come to be instead of memorising thm f distribution interval estimate properties of F distribution were pretty interesting ways of finding confidence intervals were interesting How confidence intervals are projected to distributions The way how to transform the intervals to intervals of distributions we already know . And that we do n't have to learn them by heart but know how to compute them to structure every formula in detail and see graphics Instructor only is enough to like this course F distribution The lecture was short Interval Estimating F distribution Confidence interval of sample variance confidence interval standard error Confidence interval on proportion of the variances of two populations There were no interesting points today . confidence interval coming up with the confidence levels of different things without memorizing their formulas the early finish of the lesson confidince intervals leaving early Nothing lowering standard error for variance and mean It was interesting that every formula we have found is related to a distribution like chi square , f. . . learning about the standard error was interesting and made a lot of sense . It was cool to see a mathematical proof of why a larger sample size will decrease error and create a smaller interval . @extractive","This lecture students enjoyed learning the relationships between formulas . They also liked learning about confidence intervals , standard error , the F distribution , and interval estimates .","['larger sample size', 'confidence level', 'confidence interval', 'sample size', 'mathematical proof', 'chi square', 'standard error', 'interval estimate', 'sample variance']","Most of the students found confidence intervals and F distributions interesting. Some others found standard error and the F distribution interesting. A few students also found the concepts of sample variance and variance and standard error, and the transformation of intervals to distributions interesting.",Most of the students found confidence intervals and F distributions interesting. Some others found standard error and variance and F distribution interesting. A few students also enjoyed the concepts of estimating F distribution and estimating sample variance.,"Most of the students found confidence intervals and F distributions interesting. Some others liked standard error, estimating F distributions, and estimating sample variance. A few students also enjoyed the early finish of the lecture.","Most of the students found confidence intervals and F distributions interesting. Some others enjoyed standard error, estimating F distributions, and the early finish of the lecture. A few students also enjoyed the examples of sample variance and chi square.","Most of the students found confidence intervals and F distributions interesting. Some others enjoyed standard error, estimating F distributions, and the early finish of the lecture. A few students also enjoyed the examples of sample variance and chi-squared."
"I think today 's class is not effective and instructive enough . the box and whisker diagram is interesting Nothing it was interesting Applications of the graphs on their usage on real life empirical and theorotical normal graphs I found the boxplot interesting in today 's class Graph kinds were interesting Even though size are not equal to each other in boxplot , median is the half point Normal probability plot The graphical presentation of statistical data A concept such as whiskers was interesting , something I have never learned before . Pie charts Boxplots Normal probability plot 5 point upper and lower whiskey quantire points . Boxplot box plot we learned different kinds of graphication types we can use to identify the distributions Histogram concept because I ve always seen that but I did not know what it was exactly History diagram Nothing third quantile first quantile and upper/lower whisker and whether the mean is lower than median or not Box whisker plot Graphs comparing emprical and theoritical distributions Boxplot Chart applications histogram part because I heard histogram concept before but i did n't know what histogram is till today 's lecture . Colorful charts were interesting Most interneting thing was computation of upper and lower whisker points . it was the first time i saw boxplot so it was interesting for me . boxplot graphs There was n't ayn intresting information for me but I have learned some new graphical techniques like box plot . Graphics Powerpoint slides graph slides Boxplot Charts box and whisker diagram Histogram boxplot was interesting . Boxplot diagram was mostly interesting to me , it is the first time i 've seen it . graphical showing box-whisker method . it seems so simple but it can tell important things about the data . graphical techniques and using R Graphics about intervals similarity to pdf Seeing the data on the graphs are good for visualizing and a better understanding . Normality Testing @extractive","An overwhelming amount of students thought box-plots were interesting . A few were interested in histograms . Some students also liked looking at Empirical and Theoretical graphs , seeing the applications of the graphs , and normality testing .","['real life', 'graphical presentation', 'box plot', 'statistical data']",Most of the students found boxplots and box-whisker diagrams interesting. Some others found histograms and normal probability plots interesting.,Most of the students found boxplots and box-whisker diagrams interesting. Some students also found histograms and normal probability plots interesting.,Most of the students found boxplots and box-whisker diagrams interesting. Some others found histograms and normal probability plots interesting. A few students also found pie charts and graphs interesting.,Most of the students found boxplots and box-whisker diagrams interesting. Some others found histograms and normal probability plots interesting. A few students also found pie charts and color charts interesting.,Most of the students found boxplots and box-whisker diagrams interesting. Some others found histograms and normal probability plots interesting. A few students also found pie charts and color charts interesting.
"Nothing muddy it was a clear class for me Nothing Nothing #NAME ? Nothing I am confuaed in the example , why we took true weight as mu Why do we use estimation of the difference between two population means Nothing Nothing nothing None Everything is clear I dont think there was a confusing subject details about the subject Estimation of the differrence between two population R Estimator No reading values from the table for one sided interval problems Nothing nothing nothing was confusing Nothing Verbal question and interpretation was kind of hard but everything is clear now None for now I think today was ok . Nothing None Nothing the case when variance is unknown difference v/w two population means Well , not that muddy this time . I think I understand it quite good but maybe the varience is unknown case a little bit deciding on t distribution was confusing Nothing Nothing Vvvv nothing maybe because we did stuff very similar to sampling distribution , previous courses comparing the two population nothing is confusing Reading the z values about probabilities was slightly confusing Nothing @extractive","Students had trouble with estimating the difference between two population means , and the procedure for what to do when variance is unknown . Some students also had trouble reading the table for one-sided intervals and obtaining the probability from Z values . Many students had no problem this lecture .","['true weight', 'sampling distribution']","Most of the students found Estimation of the Difference between Two Population and Variance between Two Populations mostly confusing. Some students also had trouble with Verbal Questions, Verbal Interpretation, and the concepts of Estimator and Z Value. Some others had trouble reading the table and understanding the concepts.","Most of the students found Estimation of the Difference between Two Population and Estimator mostly confusing. Some students also struggled with Verbal Questions, Verbal Interpretation, and Verbal Question and Answer. A few students also had trouble with sampling distribution, and the z-value.","Most of the students found Estimation of the Difference between Two Population and Estimator mostly confusing. Some students also had trouble with Verbal Questions, Verbal Question and interpretation. A few students also struggled with the concepts of sampling distribution, variance, and the z-value.",Most of the students found Estimation of the Difference between Two Populations and Estimator mostly confusing. Some students also had trouble with Verbal questions and concepts related to sampling distribution. A few students also struggled with V/W two population and the Z values.,Most of the students found Estimation of the Difference between Two Populations and Estimator mostly confusing. Some students also had trouble with Verbal questions and concepts related to sampling distribution. A few students also struggled with V/W two population and Z values.
"nothing for today nothing Anova table None Multiple regression nothing none for now F statistic nothing Clear Nothing special Nothing for today F test for regression We covered multiple linear regression a bit fast , hypotheses parts were vague to me Multiple linear regression Multiple linear regression anova at ps hour , hypothesis testing with Bo was different nothing Table for anova Regression ps multiple linear regression Assumptions in regression Nothing nothing ssr sse sst confidence intervals on B0 and B1 nothing multiple linear regression equation : where it comes from ? nothing The topics were covered a little bit quickly because of the lack of time ANOVA/Multiple Linear Regression @extractive","Half the students did not have problems . Of the students that had trouble , most mentioned multiple linear regression , then ANOVA tables , hypothesis testing , and the F distribution .","['multiple linear regression', 'linear regression equation', 'confidence interval', 'hypothesis testing']",Most of the students found ANOVA/Multiple Linear Regression and F test for regression as confusing. Some students also had trouble with hypothesis testing and SST. A few students also struggled with SST and SSE.,Most of the students found ANOVA/Multiple Linear Regression and F test for regression as confusing. Some students also had trouble with hypothesis testing and SST. A few students had problems with assumptions in regression.,"Most of the students found ANOVA/Multiple Linear Regression and F test for regression as confusing. Some students also had trouble with hypothesis testing and SST. A few students had problems with assumptions in regression, and a few students were confused about the ANOVA table.","Most of the students found ANOVA/Multiple Linear Regression and F test for regression as confusing. Some students also had trouble with hypothesis testing and SST. A few students had problems with assumptions in regression, and a few students were confused about the ANOVA table.","Most of the students found ANOVA/Multiple Linear Regression and F test for regression as confusing. Some students also had problems with hypothesis testing and SST. A few students had trouble with assumptions in regression, and a few students were confused about the ANOVA table."
"Nothing These topics are kind of abstract but it would be better if we solve a couple of examples in the ps it was a clear lesson for me nothing type 1 error I think the midterm questions solution was confusing Nothing setting what is h1 or h0 the reason why we compute the probability of getting a larger value than our observed value was a bit confusing -LRB- the suit of cards example -RRB- At which probability do we say that an event is unlikely or likely -LRB- is a probability of 28 % for X > 28 high or low ? -RRB- ? -LRB- Especially concerning the playing cards example -RRB- nothing the first thing of lecture f thing ? Everything is funny None hyposthesis testing applications Type 1 error M-8 m-25 problem Nothing The exam question , T square distribution Nothibg error in h0 and h1 Solution of the exam question Today was complicated but I didnt have any muddiest points in the lecture . probability of making mistake is a little confusing but i am sure i will understand it in the next lecture I 'm not sure about importance of this topic , but we discussed similar things again and again , even , it caused some confusion . One , but a good and detailed example may be more beneficial Hiw we can decide h1 or H0 more examples about the testing Why we have to reject hzero This lesson was easy compared to the other ones but at the beginning we solved the question from the exam but i couldnt understand it the critical value type 1 error how to compare two variances i need more examples to truely understand hypothesis testing deciding when to reject H0 or not solution of last example probability of making a mistake , type1 error . the last example of the class when exactly we accept the data as strong evidence , % 5 rule ? Baydogan quickly went over the course . I could not keep up with him Choosing the critical probability is a little bit a relative subject Need more clarification on the application of hypothesis testing @extractive","The majority of students that had trouble had confusing related to hypothesis testing , in particular H1 vs H0 . A smaller proportion had trouble understanding type 1 error , critical value , and the solution to the exam question solved in class .","['critical probability', 'strong evidence', 'exam question', 'hypothesis testing', 'playing card']","Most of the students found the problem of the last example of the lecture confusing. Some others had trouble with the problem with Type 1 error, the problem for the exam, and the problem in H0 and H1. A few students also had trouble choosing the critical probability, and a few students had trouble in the problem set.","Most of the students found nothing confusing. Some students had trouble with the problem of Type 1 error, H0 and H1, and the last example of the lecture. A few students also struggled with the probability of making a mistake, the critical probability and the exam question.","Most of the students found nothing confusing. Some students had trouble with the problem of Type 1 error, H0 and H1, and the last example of the lecture. A few students also struggled with probability of making a mistake, critical probability and the exam question.","Most of the students found nothing confusing. Some students had trouble with the problem of Type 1 error, H0 and H1, and the last example of the lecture. A few students also had problems with probability of making a mistake, critical probability and the exam question.","Most of the students found nothing confusing. Some students had trouble with the problem of Type 1 error, H0 and H1, and the last example of the lecture. A few students also had problems with probability of making a mistake, critical probability and the exam question."
"Guilt analogy Error bounding is interesting and useful the idea of c and finding that error looked great to me nothing the topic itself hypothesis testing You stated that the concept of the error boundary is abstract however i got it very well Examples break for those who couldnt be able to be silent deciding whether or not our guess is correct through probability calculations was interesting The playing card example and the usage of the null and alternative hypothesis critical value for hypothesis testing determining the probability of the error while rejecting ho . because it was combining all the topics we have done The process of hypothesis testing Hypothesis testing null and alternative hypotesis Hypothesis testing Hypothesis test Examples made the subject clear Determining the critical value for error Good h0 and h1 Defining h0 and h1 Error bound ` c ' , which implicates our level of fail to reject . hypothesis testing and the exam question with f distribution the polio example is quite explanatory for the main idea H1 and Ho conditionss repeating everything Rejecting Hzero Your attitude is usually the most interesting part of the class :-RRB- i have never seen a that good teacher who watches the class and give a break when they need it . guessing hypothesis testing multiple variable sampling critical value for rejection proven guilty analogy in hypothesis testing decision mechanism and criteria of hypothesis testing hypothesis testing , especially the phrase ` presumed innocent untip proven guilty ' if we can not prove it is not true we can not reject it is true Baydogan finally check the students in the class . But i think it must be in every lecture even in the PS Testing whether the information we have is true or not with hypothesis testing method was interesting The analogy to innocent until proven guilty was really helpful . @extractive","In this lecture , students liked using Hypothesis testing , finding and defining H1 and H0 , finding error , and the examples used to illustrate rejecting the null hypothesis .","['multiple variable', 'exam question', 'hypothesis testing', 'main idea', 'playing card']",Most of the students found hypothesis testing and the examples interesting. Some others found the concept of Error Bound ` C'and the Hypothesis Testing Hypothethesis test interesting. A few students also found the Hypocrisy Test and the PS questions interesting.,"Most of the students found the concepts of hypothesis testing and error bound interesting. Some others enjoyed the examples, the null and alternative Hypothesis, and the PS questions. A few students also mentioned the analogy to innocent until proven guilty.","Most of the students found the concepts of Hypothesis Testing and Error Bound ` C'interesting. Some of them also enjoyed the examples, hypothesis testing, null and alternative hypothesis, H0 and H1, and the PS questions. A few students also mentioned the analogy to innocent until proven guilty.",Most of the students found the concepts of Hypothesis Testing and Error Bound interesting. Some of them also enjoyed the examples and concepts related to null and alternative hypotheses. A few students also mentioned the analogy to innocent until proven guilty and the PS questions.,Most of the students found hypothesis testing and the concepts of H0 and H1 very interesting. Some students also found the concept of Error Bound ` C'and null and alternative Hypothesis critical value for hypothesis testing interesting. A few students also mentioned the analogy to innocent until proven guilty.
"Nothing muddy it was a clear class for me nothing Nothing #NAME ? nothing I am confuaed in the example , why we took true weight as mu Why do we use estimation of the difference between two population means Nothing Nothing nothing None Everything is clear I dont think there was a confusing subject details about the subject Estimation of the differrence between two population R estimator No reading values from the table for one sided interval problems Nothing nothing nothing was confusing Nothing Verbal question and interpretation was kind of hard but everything is clear now None for now I think today was ok . Nothing None nothing the case when variance is unknown difference v/w two population means Well , not that muddy this time . I think I understand it quite good but maybe the varience is unknown case a little bit deciding on t distribution was confusing Nothing Nothing vvvv nothing maybe because we did stuff very similar to sampling distribution , previous courses comparing the two population nothing is confusing Reading the z values about probabilities was slightly confusing Nothing @extractive","Most students were not confusing . Most existing confusing came from the estimation of the difference between two population means . Some came from data interpretation , and when to use the t distribution .","['true weight', 'sampling distribution']","Most of the students found Estimation of the Difference between Two Population and R Estimation mostly confusing. Some students also had trouble with the variance, and the z-value, and nothing. A few students had trouble reading the table, and a couple students had problems with the Verbal Question and interpretation.","Most of the students found Estimation of the Difference between Two Population and R Estimator to be clear. Some students had trouble with the variance, and a few others had problems with reading the table. A few students also struggled with Verbal questions and interpretation.","Most of the students found Estimation of the Difference between Two Population and R Estimator to be clear. Some students had trouble with the variance, and a few others had problems with reading the table. A few students also struggled with the concepts of sampling distribution and the z-value.","Most of the students found Estimation of the Difference between Two Population and R Estimator mostly confusing. Some students also had trouble with sampling distribution, the z-value, and nothing. A few students also struggled with Verbal question and interpretation.","Most of the students found Estimation of the Difference between Two Population and R Estimator to be clear. Some students also had trouble with Verbal questions and concepts related to sampling distribution. A few students had problems with variance, and one student had trouble reading the z-values."
Regression analysis will be beneficial for us in the future regression regression Regression usage of chi square in goodnes of fit test was interesting Goodness of fit test Regression mean and variance of regression regression New topic regression Regression Regression Regression Chisquare test Linear regression Regression calculating goodnes of fit test regression Goodness of fit test regression regression goodness of fit test fit test Regression Regression regression chisquare goodness of test Making predictions by using regression seems like interesting Regression analysis @extractive,"The entire class answered either regression or goodness of fit test . Regression was mentioned by about two-thirds the class , while the remaining third liked the goodness of fit test .","['regression regression', 'chi square', 'fit test']",Most of the students found regression analysis and goodnes of fit test interesting. Some students also found chi square and linear regression interesting. A few students also mentioned liking Chisquare test and regression regression.,Most of the students found regression analysis and goodnes of fit test interesting. Some students also found chi square and linear regression interesting. A few students also mentioned liking Chisquare test and regression regression.,Most of the students found regression analysis and goodnes of fit test interesting. Some students also found chi square and linear regression interesting. A few students also mentioned liking Chisquare test and mean and variance of regression.,Most of the students found regression analysis and goodnes of fit test interesting. Some students also found chi square and linear regression interesting. A few students also mentioned liking Chisquare test and mean and variance of regression.,Most of the students found regression analysis and goodnes of fit test interesting. Some students also found chi square and linear regression interesting. A few students also were interested in Chisquare test and mean and variance of regression regression.
"the whole first hour was confusing point estimate and bias looked where complicated although i think the topic is easy the calculations are really complicated i didnt find a specific part confusing mean square error Everything was well explained again and again nothing estimator was complicated for me Differences between teta and teta hat bias estimater The teta variable in point estimation and what it describes Everything was clear :-RRB- The theorem regarding to point estimator Proof that MSE = bias ^ 2 * var Interval estimation Choosing low variance with high bias Population Parameters interval estimate ? because we could not finished yet None More real examples from estimate types Point Estimation Point estimate Q -LRB- theta -RRB- and Q bar M of xbar I do n't know how to study at home . Need some guidance deciding on the mean of normal distribution curve confuses me No things with teta The last example that the teacher gave was a bit confusing to me proof of mean square error was totally confusing point estimation was confusing but after we started interval estimation it became clearer interval estimate I dont understand the last part of the lesson Teta the questions that are asked by other students Derivation of mean source error bias mean square error Estimator is still really foggy for me whole topics of today were confusing estimating population mean with different ways . It would be better if we have more real examples the computations with which we found mean error = bias2 + variancd nothing Everything was clear Point estimators -- might have been beneficial to have a more concrete example given , if one exists @extractive","The `` teta '' variable in point estimation was a source of trouble for several students , as well as the derivation of MSE . The concepts related to point estimation , interval estimation , and MSE were minor sources of confusion .","['low variance', 'interval estimation', 'source error', 'interval estimate', 'square error', 'normal distribution curve', 'normal distribution']","Most of the students found point estimators and bias estimator confusing. Some students also struggled with interval estimation, T-values, mean square error, and the last example of the lecture.","Most of the students found point estimator and bias estimator confusing. Some others had trouble with interval estimation, mean square error, teta variable, and the last example of the lecture.","Most of the students found point estimators and mean square error confusing. Some others had trouble with interval estimation, T-values, bias estimator, and the theorem regarding to point estimator. A few students also had problems with the t-values and the examples given.","Most of the students found point estimators and mean square error confusing. Some others had trouble with interval estimation, T-values, bias estimator, and the theorem regarding to point estimator. A few students also struggled with variance and variance with bias.",Most of the students found point estimators and mean square error confusing. Some students also struggled with interval estimation and bias estimator. A few students also had trouble with teta variable and the last example of the lecture.
"Type 2error First example -LRB- starts with a feed dealer -RRB- Type 2 error and the table Reality vs. Decisions table about error types confidence interval Type 2 error summary of last lecture was benefial for us Different ways of testing our hypothesis type 2 error was interesting beta and the power of the test is interesting The table for tyPe 1 error and type 2 error , very clear , thanks hocam p value type 2 error and power of the test finding type 1 error with different methods Type 1 error cheat sheets suggestion Type 2 error type 2 error confidence interval different ways of testing our hypotesis type 2 error Type 1 error techniques P value type 2 error type two error type 2 error type2 error type 2 error and beta number were interesting Type 2 error confidence interval nothing hh The example that we solved with each method was inspiring Type 2 Error was interesting because it was a very simple calculation . Nice how everything builds off of each other . @extractive","Most students found type 2 errors interesting . A minority -LRB- of 2-4 each -RRB- found type 1 errors , confidence intervals , beta number , and p value interesting .","['confidence interval', 'simple calculation', 'error type', 'error confidence interval']","Most of the students found Type 2 Error and Type 1 Error interesting. Some others found confidence interval, P value, and the table for tyPe 1 error interesting.","Most of the students found Type 2 Error and Type 1 Error interesting. Some students also found confidence interval, P value, and the table for tyPe 1 error interesting.","Most of the students found Type 2 Error and Type 1 Error interesting. Some students also found confidence interval, P value, and the table for tyPe 1 error interesting.","Most of the students found Type 2 Error and Type 1 Error interesting. Some students also found confidence interval, P value, and the table for tyPe 1 error interesting. A few students also enjoyed the examples of different ways of testing hypotheses.","Most of the students found Type 2 Error and Type 1 Error interesting. Some others found confidence interval, P value, and the table for tyPe 1 error interesting. A few students also enjoyed the examples of different ways of testing our hypothesis."
"Nothing These topics are kind of abstract but it would be better if we solve a couple of examples in the ps it was a clear lesson for me nothing type 1 error I think the midterm questions solution was confusing Nothing setting what is h1 or h0 the reason why we compute the probability of getting a larger value than our observed value was a bit confusing -LRB- the suit of cards example -RRB- At which probability do we say that an event is unlikely or likely -LRB- is a probability of 28 % for X > 28 high or low ? -RRB- ? -LRB- Especially concerning the playing cards example -RRB- nothing the first thing of lecture f thing ? Everything is funny None hyposthesis testing applications Type 1 error M-8 m-25 problem Nothing The exam question , T square distribution Nothibg error in h0 and h1 Solution of the exam question Today was complicated but I didnt have any muddiest points in the lecture . probability of making mistake is a little confusing but i am sure i will understand it in the next lecture I 'm not sure about importance of this topic , but we discussed similar things again and again , even , it caused some confusion . One , but a good and detailed example may be more beneficial Hiw we can decide h1 or H0 more examples about the testing Why we have to reject hzero This lesson was easy compared to the other ones but at the beginning we solved the question from the exam but i couldnt understand it the critical value type 1 error how to compare two variances i need more examples to truely understand hypothesis testing deciding when to reject H0 or not solution of last example probability of making a mistake , type1 error . the last example of the class when exactly we accept the data as strong evidence , % 5 rule ? Baydogan quickly went over the course . I could not keep up with him Choosing the critical probability is a little bit a relative subject Need more clarification on the application of hypothesis testing @extractive","In this lesson students had trouble with type 1 error , the question went over that was on the exam , deciding to reject H0 or not , applications of hypothesis testing , and the playing cards example . Students would have liked more examples of going through the problems so they could understand the process better .","['critical probability', 'strong evidence', 'exam question', 'hypothesis testing', 'playing card']","Most of the students found the problem of the last example of the lecture confusing. Some others had trouble with the problem with Type 1 error, the problem for the exam, and the problem in H0 and H1. A few students also had trouble choosing the critical probability, and a few students had trouble in the problem set.","Most of the students found nothing confusing. Some students had trouble with the problem of Type 1 error, H0 and H1, and the last example of the lecture. A few students also struggled with the probability of making a mistake, the critical probability and the exam question.","Most of the students found nothing confusing. Some students had trouble with the problem of Type 1 error, H0 and H1, and the last example of the lecture. A few students also struggled with probability of making a mistake, critical probability and the exam question.","Most of the students found nothing confusing. Some students had trouble with the problem of Type 1 error, H0 and H1, and the last example of the lecture. A few students also had problems with probability of making a mistake, critical probability and the exam question.","Most of the students found nothing confusing. Some students had trouble with the problem of Type 1 error, H0 and H1, and the last example of the lecture. A few students also had problems with probability of making a mistake, critical probability and the exam question."
