reflections,oracle,concepts,generated_summary_beam1,generated_summary_beam2,generated_summary_beam3,generated_summary_beam4,generated_summary_beam5
"Everything involving summation is confusing Why the author is so convoluted What is the use of a tree the difference between a full tree and a complete tree The full vs complete tree distinction was confusing at first , but Ramirez clarified it later in the lecture . binary tree lengths algorithms Everything was well explained Complete Tree Some of the deriving for the minimum height Some of the ways we will get information from the tree . How do we edit trees efficiently ? When would I want to use these ? Author 's implementation of binary tree @extractive",Students were confused by several different aspects of trees . Some were n't sure of the difference between a full and complete tree . Others did n't understand the author 's code . A couple wanted to know what uses trees could have in practice ; and others had questions about how to get height information .,"['binary tree', 'minimum height', 'complete tree']","Most students found the binary tree and complete tree concepts confusing. Some students also had trouble with the summation algorithm, and the difference between a full and a complete tree.","Most students had trouble with the binary tree, the difference between a full and a complete tree, and the summation algorithm. Some students also had trouble understanding the differences between the two.",Most students had trouble with the use of a binary tree and the difference between a full tree and a complete tree. Some students also had trouble understanding summation algorithms and editing trees.,In this lecture students had trouble understanding the difference between a full tree and a complete tree. They also had trouble with the binary tree and the summation algorithm.,In this lecture students had trouble understanding the difference between a full tree and a complete tree. They also had trouble with the binary tree and the summation algorithm.
"Is there a preferred way to implement heaps ? upHeap & downHeap the author 's implementation of priority queues nothing was particularly confusing or difficult I felt that the explanations of the run times was confusing . How often are heaps actually used in real life applications ? Adding and removing from priority trees Implementation of heap add runtime Up-heap and down-heap were slightly confusing . Heaps cause we rushed through it in like 5 minutes I wish there was a chart to compare Stacks , Queues , Priority Queues , and Heaps . I feel as if they 're mixing in my head now . why is index zero left open in the heap array removing items Nothing really . Very clear lecture . What are heaps exactly good for ? I did not find anything confusing @extractive","Most of the student found implementation of heaps as confusing . Some others had problems with up-heap and down-heap , runtimes , adding and removing items .","['real life', 'run time']","Most students found heaps and the implementation of priority queues mostly confusing. Some also found up-heap and down-heaps confusing. A few students also found stacks, queues, and stacks and queues confusing.",Most students found heaps and the implementation of priority queues to be the most challenging part of this lecture. Some students also found stacks and down-heaps confusing. A few students had trouble with the runtime of the application.,In this lecture students mostly found heaps and the implementation of priority queues confusing. They also found stacks and down-heaps confusing. Some students also found the run-time of the application confusing.,"In this lecture students mostly had trouble with heaps, the implementation of priority queues, and the runtime of heap add and remove. Some students also had some trouble with stacks, and down-heaps.","In this lecture students mostly had trouble with heaps, the implementation of priority queues, and the runtime of heap add and remove. Some students also had some trouble with stacks, queue, and down-heap."
"Analysis of trees and in particular binary trees through backtracking Arbitrary trees using adjacency trees to make coding more efficient The structures of trees and various types of trees binary trees Binary Trees Finding out what trees were Binary tree concept Recursive definition of the trees BSTs and how the are traversed . Recursion in binary trees I thought the introduction of binary trees was interesting Tree structures and leaves I found trees to be the most interesting because of their familiarity and the implementations of them . implementing trees and finding there height Today , we learned about Iterators and Iterables . We also started on tree structures/binary trees in comparison to linear structures . Binary trees are naturally traversed recursively , with base cases checking if a node is a leaf node in order to define a subtree . I liked learning about binary trees , it seemed very useful for future classes . Probably the fact we started binary trees today , especially full binary trees . trees structure Moving on from sorting Everything really ; binary trees , I imagine , will have plenty of practical uses . The nodes were interesting @extractive",The most popular response for this lecture was learning about binary trees . Other popular answers included other types of trees/trees in general .,['binary tree'],"In this lecture, students enjoyed learning about binary trees, tree structures, and the recursive definition of the trees. They also enjoyed learning more about the applications of the concepts and implementing them.","In this lecture, students enjoyed learning about binary trees, tree structures, and how they are used in general. They also enjoyed the analysis of trees and the various types of trees, and the implementation of them.","In this lecture, students enjoyed learning about binary trees, tree structures, and how they are traversed. They also found iterators and iterables interesting.","In this lecture, students enjoyed learning about binary trees, tree structures, and how they are traversed. They also found iterators and iterables interesting.","In this lecture, students enjoyed learning about binary trees, tree structures, and how they are traversed. They also found iterators and iterables interesting."
"InorderIterators using the stack and checking for equal amounts of parenthesis The comparison between binary search of an array and the operations of BSTs Uses of stacks stacks bst runtimes We elaborated on how the run-time stack works , which we only briefly touched on before in terms of recursion . I found the slides that have visuals as to what actually happens in binary trees most interesting . I am a visual learner , and this really helped . parentheses matching program example Probably the concept of stacks and how they 're used/created . BST The plate warming idea , represented by a stack Iterators Stack the use of the stack in the parentheses problem post order operations The runtime for searching a BST varies based on how balanced the tree is Stack applications and BST methods @extractive","Most of the students enjoyed learning about stacks and how they can be used , especially the example of the parenthesis problem . Other students enjoyed the discussion of BST methods and post - and in-order iterators .","['matching program', 'binary tree', 'binary search']","In this lecture students enjoyed learning about the use of the run-time stack, the operations of BSTs, and the differences between binary search and iterators. They also enjoyed seeing the examples used in the program and seeing the visual representations of the concepts.","In this lecture, students were interested in the use of the run-time stack and BSTs, as well as the in-order operations of BSTs. They also found the parentheses problem and the iterators interesting.","In this lecture, students were interested in the use of the run-time stack and BSTs, as well as the in-order operations of BSTs. They also found the parentheses problem interesting.","In this lecture, students were interested in the use of the run-time stack, the operations of BSTs, and the parentheses problem. They also found the binary search of an array and iterators interesting.","In this lecture, students were interested in the use of the run-time stack and BSTs, as well as the in-order operations of BSTs. They also found the parentheses problem interesting."
Binary Tree functions how to delete a node using its successor and predecessor implementation of methods on binary search trees and the speed of searching a tree as opposed to a list Removing a node with 2 children deleting interior nodes in a tree search arrays and binary search trees the same way BST I found the diagrams on the PowerPoint easy to understand and interesting . Binary Search Trees Adding to a binary search tree Binary tree method implementation bst I honestly do n't remember what happened Probably the ` dictionary ' commands of trees . How a binary search tree implements various methods All the recursion was beautiful The different ways to manipulate and obtain data from BSTs . Removing nodes in a BST depends on how many children the node has The similarities between traversing a binary search tree and using a binary search on a sorted array @extractive,Most of the students liked the implementation of different methods in BST and deleting nodes from a BST . Some other found BSTs and their similarities with binary search on a sorted array as interesting . Some others like adding nodes to a BST .,"['tree search', 'sorted array', 'binary search', 'binary search tree']","Most students found the binary search tree and its methods interesting. They also enjoyed the different ways to manipulate and obtain data from BSTs, the differences between a binary search and a sorted array, and the different methods implemented in a BST.","Most students found the binary search tree and its methods interesting. They also enjoyed the different ways to manipulate and obtain data from BSTs, the differences between a binary search and a sorted array, and deleting a node.","In this lecture students enjoyed learning about binary search trees, how to delete a node, and the different ways to manipulate and obtain data from BSTs. They also enjoyed searching a tree as opposed to a list.","In this lecture students enjoyed learning about binary search trees, how to delete a node in a tree, and the different ways to manipulate and obtain data from a binary search tree.","In this lecture students enjoyed learning about binary search trees, how to delete a node in a tree, and the different ways to manipulate and obtain data from BSTs. They also enjoyed using a sorted array."
"implementation of a sorting algorithm with divide and conquer definitely made my understanding of the whole divide and conquer method better Shellsort faster to do some other stuff and then insertionSort than to do insertionSort by itself Merge sort she 'll sort Shell sort Shellsort algorithm mergesort Comparison between sorting methods mergesort !! ! Shell sort I thought the most interesting thing from today was how merge sort works and how much better it is from the simple sorts MergeSort Shell sort was interesting because of its improved runtime over insertion sort strategies implementing smaller arrays to sort a larger array faster merge sort and insertion sort merge sort and insertion sort * merge sort * shellsort Both of these are useful to learn , considering that nearly all the other methods we 've learned so far are O -LRB- N -RRB- , which is pretty inefficient . I found the material the most interesting . I 've never heard of shellsort before ! Merge sort was pretty interesting today , learning about the new sorts was also fun . mergesort merge sort Sorting is always cool to talk about . Shellsort @extractive",Most of the students enjoyed learning about shell and merge sort . Some specifically mentioned that comparing these algorithms to the other simple methods was particularly interesting .,"['sorting algorithm', 'sorting method', 'larger array', 'merge sort', 'insertion sort']","Most students found merge sort and the new shell sort interesting. They also found the algorithm for the merge sort interesting, as well as the differences between the various types of sorting methods.","Most students found the merge sort and the shell sort interesting. They also found the insertion and divide and conquer method interesting. Last, a few students found O -LRB- N -RRB- and the smaller arrays interesting.","In this lecture, students enjoyed learning about the differences between merge sort and insertion sort, as well as the difference between the two algorithms. They also found the implementation of a sorting algorithm with divide and conquer interesting.","In this lecture, students enjoyed learning about the differences between merge sort and insertion sort, as well as the difference between the two algorithms. They also liked learning about shellsort and the divide and conquer method.","In this lecture, students enjoyed learning about merge sort and the new shell sort algorithm. They also enjoyed comparing the efficiency of the various sorting methods and learning about the differences between them."
"a review sheet of all the sorting algorithms would be nice for looking at the new ones in comparison to the old , but it is easy to see that it can be expected of us to be responsible for that . nothing else was really that confusing or needed more detail Other pivot choosing algorithms how stability works , why mergesort is stable but the author 's version was n't the analysis of the various runtimes of quick sort Quick sort implementation Run time of different pivot points when stable sorting would be beneficial None Since we not sorting in place only costs us o -LRB- n -RRB- , why is it that bad ? the lecture slides say it is n't awful nowadays The last QOTD I 'm a little lost when it comes to discussing the reasoning behind some of the newer quick sort run times I 'm a little lost when it comes to discussing the reasoning behind some of the newer quick sort run times does partitioning indices have a specific location ? How exactly stability is important and when to worry about a certain algorithm not being stable enough for the task you are working on . the quicksort and merges9rt algorithm Nothing really , except maybe describing more in detail when quick sort would be used over merge sort . The author 's MergeSort question at the end got me . Where can I find a good example of MergeSort , then ? That confused me . None I did n't get the second question of the day correct . Still kind of confused about stability . Probably the breakdown of the formulas/calculating Big-O run time of the comparisons . merge stability Runtime approximations and combining sorting algorithms to maximize efficiency Some of the potential quiz questions we discuss do n't come to me at first thought , and take a little while to process Everything was well explained today @extractive","Many students are confused about stability , specifically regarding mergesort , and some are wondering when they should be worried about an algorithm 's stability . A few students were confused by the second QOTD , and a few more are still struggling with evaluating runtimes .","['sorting algorithm', 'stable sorting', 'quick sort', 'run time', 'specific location', 'merge sort']","Most students found the concepts related to the various algorithms confusing. They also struggled with the run-time of the algorithms, and the understanding of the differences between the various run-times of the various types of algorithms. Some students also had trouble with the merge sort algorithm, and finding the examples of the new algorithms.","Most students had trouble understanding the reasoning behind the various algorithms and the run-times of the new ones, as well as the differences between the old and new ones. Some students also had trouble with the stability of the algorithms, especially the merge sort algorithm. A few students also struggled with quick sort and the running time of the algorithm.","In this lecture, the students mostly had trouble understanding the reasoning behind the various algorithms and the run-times of the new ones. They also had trouble with the merge sort algorithm, and understanding the difference between quick and slow sort.","In this lecture, the students mostly had trouble understanding the reasoning behind the various algorithms and the run-times of the new ones. They also had trouble with the merge sort algorithm, and understanding the difference between quick and slow sort.","In this lecture, the students mostly had trouble understanding the reasoning behind the various algorithms and the run-times of the new ones. They also had trouble with the merge sort algorithm, and finding a good example of it."
"Nothing that I can think of right now . I think question of the days could be worded more clearly . how to actually write the code for nodes was kind of confusing but is a concept we will go over more in the next lecture . the authors code of resizable arrays can be confusing to read at times Implementation of nodes in a linked list I ca n't think of anything that was not clear to me from class today . Resizable Array Bags I never fully understood how to utilize linked lists in my coding . Nothing in particular Reasoning for a class within a class was a bit rushed at the end how to double an array use of an inner node class for the linked list Scenarios where arrays would be better to use than linked lists The implementation of nodes and traversing a list . I think we are covering more of this later . Implementation if linked lists and internal classes . I assume that will be gone over more later though . The QOTD about the normal case I 'm not sure how to instantiate or even traverse such a linked list , or what would even be the use of a circular linked list how can the array be implemented into the bag structure ? in what situations it is more beneficial to use a bag or a linked list . I was unsure if you could access a single node in the linked list without going through the entire list . Similarities/differences of linked lists and bags Nothing was too confusing Definitely just what a LinkedList is useful for and how exactly the two nodes are stored together . How nodes are stored and referenced within a Bag nodes and inner classes Contiguous Memory Structures It seems like well dig into implementation in the next class so Ill leave that for then . Everything was explained well . We did n't get to the information involved in the last question of the day . I hope we cover that next time . @extractive","Many students were confused about the implementation of linked lists , especially how to create and use node classes . Others were unsure when it would be better to use a linked list instead of another data structure . A few others were confused by resizing arrays .","['linked list', 'entire list', 'node class', 'single node', 'bag structure']",Most of the students found the implementation of a linked list and the use of a bag interesting. Some also found the reasoning for a class within a linked lists interesting. A few students also found resizable arrays and inner classes confusing.,"Most of the students found the implementation of a linked list and the use of a bag to be the most challenging part of this lecture. They also struggled with the reasoning behind a class within a class, and the differences between linked lists and arrays. A few students also had trouble with the implementation if an inner class.","In this lecture, the students mostly found the implementation of a linked list and a bag confusing. They also struggled with the reasoning behind a class within a class and the use of an array.",Most of the students found the implementation of a linked list and a bag confusing. They also found the reasoning for a class within a class and the use of an inner class confusing. Some students also had trouble with resizable arrays and traversing a list.,"Most of the students found the implementation of a linked list and the use of a bag interesting. They also were interested in the differences between the two types of lists, the reasoning behind a class within a class, and how to use an array."
"Is there an easier way to remove nodes when a node has 2 children ? the code for removing a node with more than one child the delete method for an inner node was a little unclear Quiz2 how do you Fergie ab nor how delete works Add -LRB- -RRB- for BST I think the examples on the board were confusing and could be put in the PowerPoint to be more easily understood . Removing from a binary search tree Run time analysis add and remove Why did I stay up so late last night How we decide and how to remove a node with two children . How binary search trees implement various methods It was not confusing The implementation of some of the methods like add and remove . The explanation was fine , but the code was pretty hard to examine . The interface used to navigate a bst Iterative implementations of BST methods @extractive",The most popular answer by far was removing nodes w / 2 children from a BST . Some other answers include implementing various BST methods -LRB- esp . node addition/removal -RRB- and runtime analysis .,"['binary search', 'binary search tree']","Most of the students found the implementation of the binary search tree methods and the delete method confusing. Some students also had trouble with add and remove, and the binary tree interface.","Most of the students had trouble with adding and removing a node from a binary search tree, and deleting a node with more than one child. Some students also had trouble understanding the implementation of BST methods.","In this lecture students mostly had trouble with adding and removing a node from a binary search tree, and deleting a node with more than one child. Some students also had trouble understanding the implementation of BST methods.","In this lecture, students mostly had trouble with adding and removing a node from a binary search tree, and deleting a node with more than one child. Some students also struggled with the implementation of BST methods, and the quiz.","In this lecture students mostly had trouble with adding and removing a node from a binary search tree, and deleting a node with more than one child. Some students also had trouble running time analysis and understanding the implementation of BST methods."
"why can the bag not be changed ? How to resize arrays when they are full I would like to hear more about how runtime speed can change depending on implementation . I thought physical vs. logical size was confusing when it was first brought up , but equating them with familiar coding constructs -LRB- counter variable and array length -RRB- helped my understanding I was confused why we needed to use an array rather than an arraylist for the bag . Nothing Implementing bag I think the PowerPoint notes need to be in more detail with more examples given in class . I still needed more explanation on the differences between bags and array lists . Nothing The connection between ADTs and interfaces/classes remove methods Keeping track of ` logical size ' seems to be a point of lots of errors . I feel like it is safer to use a for loop to detect non-null values although less efficient . The bag compared to other data structures The purpose of using a bag or what we 'd use a bag for benefits of using an array over ArrayList Im a bit confused about what all the moving parts are now . The book introduces adts , interfaces , a presumed class that uses it and a class that client programmer as well as user are using . Id like to see a diagram of all the classes etc. where is the program running from etc. . Generics syntax is still slightly confusing . When the convoluted syntax is used and not used I 'm still not sure off the top of my head I did not find anything especially confusing today . Dr. Ramirez went very slow and explained everything well . nothing None @extractive",Most students had trouble with the implementation of the bag . Some found array vs arraylist as confusing . Others had issues with logical size and generics syntax .,"['convoluted syntax', 'data structure', 'book introduces']","Most students found the concepts of the bag, the interface, and the logical size of the array confusing. Some also had trouble with the implementation of the interface and the class.","Most students had trouble with the concepts related to the bag, the interface, and the logical size of an array. Some students also had trouble understanding the difference between an array and an arraylist, and how to use them. A few students had no issues.","In this lecture students mostly had trouble with the implementation of the bag. They also struggled with the connection between ADTs and interfaces/classes, and the logical size of an array. Some students also had trouble understanding the for loop and how to resize arrays.","In this lecture, the students mostly had trouble with the implementation of the bag. They also had trouble understanding the connection between ADTs and interfaces/classes, and the difference between physical and logical size.","In this lecture, the students mostly had trouble with the implementation of the bag. They also struggled with the connection between ADTs and interfaces/classes, and the logical size of an array."
"Are there more efficient methods to use other than iterators ? how the efficiency of iterating through LLists can be increased it may have been helpful to have more detail about other ways we can implement the Iterative interface Iterators implementing iterators for different data structures how the curr pointer is encapsulated the code behind the iterator I thought the explanation for run time were confusing and should have more time spent on them . The difference between internal and external , since we did n't really cover when we 'd ever use an internal iterator . Implementation details of iteration nothing I understood everything today I was n't sure exactly what getEntry -LRB- i -RRB- was least efficient in ? For the iterator interface , I thought it was supposed to be better -LRB- since it did n't need to start at the beginning -RRB- ? But then , there 's another one that always needs to start in the beginning ? Is that one arrays ? Perhaps it was a lot to take in at once ... especially now that I need to apply it to all the different kinds of lists . LList , AList , with and without the iterator ... I 'm not sure if that 's all I need to worry about ? None Some of the code in the handouts Some of the implementation of iterators . I 'm just not sure I could do it yet . Why quick sort is so much faster than merge sort The implementation of Iterators and why we would need more than 1 @extractive",Most of the students found implementing iterators and efficiency of iterators as confusing . Some others found difference between internal and external iterators as confusing . A few had a question ` Why quick sort is faster than merge sort ? ',"['data structure', 'quick sort', 'run time', 'merge sort']","Most students found the implementation of iterators and the difference between internal and external iterators confusing. Some also had trouble with the efficiency of LLists, and the implementation details of the iterative interface.","Most of the students had trouble with the implementation of iterators, especially the implementation details of the LRB-i- and -RRB- interfaces. Some students also had trouble understanding the difference between internal and external iterators. A few students had some trouble with LLists, and the quick sort and merge sort methods.","In this lecture, students mostly had trouble with the implementation of iterators. They also had trouble understanding the difference between internal and external iterators, and the efficiency of LLists.","In this lecture, students mostly found the implementation of iterators interesting. They also were interested in the efficiency of LLists, the difference between internal and external iterators, and the quick sort and merge sort.","In this lecture, students mostly found the implementation of iterators interesting. They also were interested in the efficiency of LLists, the difference between internal and external iterators, and the quick sort and merge sort."
"All was clear specific implementations of circular linked lists and double linked lists would have helped visualize them better I did n't quite understand the purpose of using a vector . I am still iffy about the differences between LList and AList . Vectors the vector class that we went over Indices starting at 1 or 0 in linked list and when to use which How multi-threading works with java -LRB- synchronized vs. asynchronized -RRB- . None . Everything made sense synchronization of vector How to remove certain parts , and the llist compared to the a list What is the run time difference between sorting methods ? -LRB- Selection , Insertion , etc. -RRB- Nothing of note Needed a bit more time for QOTD Nothing Does the direction that you shift data to add/remove data matter ? Vectors and if they are ever useful over other forms of data structures I have heard of threads before , and both then and now they seem a little bit intimidating . I understand that they 're kind of outside the scope of the course , but they do seem very important nothing I thought the lecture was straightforward and clear , since you talked about things we already knew and added onto them . For example , we are already supposed to know how arrays and ArrayLists work , so adding to the end and in the front is something that should make sense to us -LRB- in front shifts left , and the end is less bothersome -RRB- . I think that the way the questions of the days were phrased was a bit confusing . shifting in a linked list special cases of adts Threads and what they are How the slides were n't all up for how far we went in lecture today I did n't learn any runtime analysis in 401 , so WHY binary search is log2 -LRB- N -RRB- I 'm not entirely sure Nothing confused me today . @extractive",Most of the students found vectors and threads as confusing topics . Some others marked Llist vs Alist and shifting in linked lists as confusing .,"['vector class', 'linked list', 'data structure', 'specific implementation', 'runtime analysis', 'sorting method', 'data matter', 'run time', 'binary search']","Most of the students found nothing confusing. Some students had trouble with the concepts of vectors, the differences between LList and AList, and the synchronization of the two. A few students also had trouble understanding the runtime analysis of the linked list, and how to use the threads in java.","Most of the students found nothing confusing. Some didn't fully understand the purpose of a vector, and the differences between LList and AList. A few students also had trouble with the runtime analysis of a linked list, and threading.","In this lecture, the students mostly had trouble understanding the differences between LList and AList, and how to use them. They also had some trouble with threads and synchronization.","In this lecture, the students mostly had trouble understanding the differences between LList and AList, and how to use them. They also had trouble with synchronization of vectors and multi-threading.","In this lecture, the students mostly had trouble understanding the differences between LList and AList, and how to use them. They also had trouble with synchronization of vectors, and the runtime analysis of a linked list."
"divide and conquer Recursion being applied to things we already have looked at and comparing how it affects the iterations . Also divide and conquer making recursion have less iterations is interesting . it will be more interesting to compare run-times 1 vs 2 recursive calls in a recursive method I 've never heard of divide and conquer before ! Divide and Conquer recustion Seeing how much more efficient the divide and conquer power method was versus the original method why sequential search through recursion is slower than binary search through recursion efficiency of divide and conquer The number of multiplications that each method of recursion yields How dividing and conquering works recursion with bubble sort concepts The divide and conquer for X ^ N and its efficiency Divide and Conquer method Divide in conquer as an efficient way to recurse I thought it was interesting finding actual cases of recursion being the most efficient method RECURSION :D I found the visuals and accompanying drawings the most interesting . The recursive case for the power function The differentiation between -LRB- x ^ / -LRB- n/2 -RRB- -RRB- ^ 2 and multiplying -LRB- x ^ -LRB- n/2 -RRB- -RRB- * -LRB- x ^ -LRB- n/2 -RRB- -RRB- was pretty interesting today . binary search in recursion Recursion via divide and conquer Divide and Conquer The idea of ` dividing and conquering , ' and it 's runtime comparison to general recursive methods @extractive","Most students enjoyed learning about the divide and conquer method in this lecture . Many mentioned specifically that it was interesting it could be used to improve efficiency . Some other students are still enjoying learning about recursion in general , especially recursive methods .","['sequential search', 'original method', 'power method', 'recursive method', 'power function', 'binary search']","Most students found the divide and conquer method interesting. They also found recursion, the power function, and the number of multiplications that each method of recursion yields interesting.","Most students found recursion and the divide and conquer method interesting. They also found binary search through recursion, the power function, and the number of multiplications that each method of recursion yields interesting.","In this lecture, students enjoyed learning about the efficiency of recursion, the power function, and dividing and conquering. They also enjoyed comparing run-times of various recursive methods, and the number of iterations in a recursive method.","In this lecture, students were interested in the efficiency of the divide and conquer method, recursion, and the power function. They also found binary search through recursion and the number of multiplications that each method of recursion yields interesting.","In this lecture, students were interested in the efficiency of the divide and conquer method, recursion, and the power function. They also found binary search through recursion and the number of multiplications that each method of recursion yields interesting."
"Are there more efficient methods to use other than iterators ? how the efficiency of iterating through LLists can be increased it may have been helpful to have more detail about other ways we can implement the Iterative interface Iterators implementing iterators for different data structures how the curr pointer is encapsulated the code behind the iterator I thought the explanation for run time were confusing and should have more time spent on them . The difference between internal and external , since we did n't really cover when we 'd ever use an internal iterator . Implementation details of iteration nothing I understood everything today I was n't sure exactly what getEntry -LRB- i -RRB- was least efficient in ? For the iterator interface , I thought it was supposed to be better -LRB- since it did n't need to start at the beginning -RRB- ? But then , there 's another one that always needs to start in the beginning ? Is that one arrays ? Perhaps it was a lot to take in at once ... especially now that I need to apply it to all the different kinds of lists . LList , AList , with and without the iterator ... I 'm not sure if that 's all I need to worry about ? None Some of the code in the handouts Some of the implementation of iterators . I 'm just not sure I could do it yet . Why quick sort is so much faster than merge sort The implementation of Iterators and why we would need more than 1 @extractive","Again , a vast majority of students responded w / iterators , specifically the implementation and how their efficiency can be improved . Other students mentioned struggling w / runtime evaluations and the difference between internal and external iterators .","['data structure', 'quick sort', 'run time', 'merge sort']","Most students found the implementation of iterators and the difference between internal and external iterators confusing. Some also had trouble with the efficiency of LLists, and the implementation details of the iterative interface.","Most of the students had trouble with the implementation of iterators, especially the implementation details of the LRB-i- and -RRB- interfaces. Some students also had trouble understanding the difference between internal and external iterators. A few students had some trouble with LLists, and the quick sort and merge sort methods.","In this lecture, students mostly had trouble with the implementation of iterators. They also had trouble understanding the difference between internal and external iterators, and the efficiency of LLists.","In this lecture, students mostly found the implementation of iterators interesting. They also were interested in the efficiency of LLists, the difference between internal and external iterators, and the quick sort and merge sort.","In this lecture, students mostly found the implementation of iterators interesting. They also were interested in the efficiency of LLists, the difference between internal and external iterators, and the quick sort and merge sort."
"Some of the math None There was n't really anything muddy about today 's lecture that I can think of . I feel like we did n't really learn what the O value actually IS or what the word itself means , just that it is used for calculating the run time Figuring out the function for the actual run time . the additem example doubling the array time analysis How to modify things to increase efficiency anortized time with the resizable array The ordering Just more practice examples on calculating runtimes Some of the derivations of the functions we are using How N ^ k-1 Becomes big O notation Deriving the Big-O for binary search What is the best way to calculate run-time for algorithms ? the math-y part was a bit confusing The determination of how many iterations something needs is still a little fuzzy When to use empirical over asymptotic I was n't exactly understanding where the numbers were coming from -LRB- N +1 or N and all that -RRB- . Though , when we did get them , I understood what to do with them . Maybe it would help to have some more practice problems . I think more visuals might be needed to explain the concept . amortized time , where we increase the array by 1 was very confusing . I think I missed something you said and then was confused for the duration of the explanation . Discussing amortized time n log n Determining the key instruction and how to create functions for these key instructions in terms of 'N' How calculations were ` simplified , ' and also if we could start getting out of class on time , that would be great , because I really need a seat in my next class . Class running over a few minutes more every day is starting to affect me more and more Algorithms and Complexity Creating the more complex formulas Nothing specific . Runtime analysis is new to me though , so it 'll take some time to be entirely absorbed . I did n't realize the factoring really mattered . I do n't think I have that good of an understanding after the questions of the day . I need to read the book . @extractive",Very diverse confusions in this lecture . Very few students had no specific confusions . Most of the confusion centered on the math behind calculating runtimes using Big O notation . Some students were confused by the idea of amortized time .,"['amortized time', 'run time', 'actual run time', 'binary search']","Most of the students found the concepts confusing. They also struggled with the derivations of the algorithms and the computations, and the use of the big-O notation. Some students also had trouble with the amortized time, the order of the functions, and determining the run-time.","Most of the students had trouble with the concepts related to run-time, the derivations of the functions, and the amortized time. Some students also had trouble understanding the Big-O notation.","In this lecture, the students mostly had trouble with the concepts of the run-time, the derivations of the functions, and the amortized time. They also had trouble understanding the Big-O notation and understanding how to use it.","In this lecture, the students mostly had trouble understanding the concepts related to run-time, the derivations of the functions, and the use of the big-O notation. They also had trouble with the amortized time, and modifying the function to increase efficiency.","In this lecture, the students mostly had trouble with the concepts of the run-time, the derivations of the functions, and determining the key instructions for the algorithm. They also struggled with the amortized time and the Big-O notation."
"some realistic applications for binary trees at their introduction would have helped visualize them Why we didnt learn iterators at the beginning of the term how to actually code the trees trees mathematical analysis minimum size of a binary tree How to iterate through a tree Exact implementation of trees None Iterators still are a bit confusing . Maybe walking through the example one more time would be helpful . I understood everything I 'm not sure why we would need a tree or how it could be implemented Can trees be connected to each other ? Iterators are generally still confusing me . How to set them up and when they are necessary . how to actually set up nodes with multiple references I 'm going to explain what I learned . Iterators/Iterables work together ; Iterable can only be used with Iterators to do for each loop like tasks . Tree structures have parent , interior , and leaf types within the structure ; it also iterates with recursive backtracking , unlike linear structures . If any of this is wrong , perhaps that 's what could be elaborated on . How efficient is it to get around in a binary tree ? If I wanted to look for a certain value , I feel like it would take much longer to get to than a linked list , or other data structure would . I do not think I had enough time for the second clicker question . There were too many options ... it was hard to pick based upon the time provided . I like it when you give a maximum of four options to pick from . That is less stressful . Uhh , probably how to evaluate binary trees , having to go up and down constantly . recursive definition of trees N/a today What those uses are exactly I would be interested in knowing more about . Nothing @extractive",Most students found implementation of trees and iterators as confusing . Some of them have questions about efficiency and recursive definition of trees .,"['linked list', 'binary tree', 'data structure', 'recursive definition']","Most students found the binary tree and iterators confusing. They also struggled with the recursive definition of trees, and the application of the trees. Some students also had trouble with the use of iterators.","In this lecture, the students mostly found binary trees and iterators confusing. They also struggled with the recursive definition of trees, and how to set them up. Some students also had trouble with the use of iterators, and the application of the trees.","In this lecture, students mostly had trouble with the implementation of binary trees, iterators, and the recursive definition of trees. Some students also had trouble understanding how to set up nodes and how to iterate through a tree.","In this lecture, students mostly had trouble with the implementation of binary trees, iterators, and the recursive definition of trees. Some students also had trouble understanding how to set up nodes with multiple references and how to iterate through a tree.","In this lecture, students mostly had trouble with binary trees, iterators, and the recursive definition of trees. Some students also had trouble understanding the use of iterators and how to set them up."
